"id","title","researcher_id","degree_id","date_of_publish","paper_number","others"
674,تصميم المنهج المقترح لتعليم اللغة العربية للمرحلة الإعدادية في أثيوبيا في ضوء تقويم المناهج الحالية,1832,3,2012,2030,""
675,تصميم النصوص الأدبية للناطقين بغير العربية - المستوى المتقدم من الابيات التى وردت في صحيح البخاري,761,3,2013,2077,""
676,تصميم برمجة تعليمية لمادة النحو عبر الانترنت لطلبة الصف الأول الثانوي,628,3,2008,1684,""
677,تصميم برنامج إذاعي لتعليم اللغة العربية للناطقين بغيرها يقدم من خلال إذاعة ولاية النيل الأزرق,1187,3,2008,1701,""
678,تصميم برنامج لإعداد معلمي اللغة العربية في المدارس الأهلية الإبتدائية في إثيوبيا,1785,2,2008,1719,""
679,تصميم برنامج لإعداد معلمي اللغة العربية للناطقين بغيرها في المراكز القرآنية بالفلبين,1731,2,2013,2125,""
680,تصميم برنامج لإعداد وتدريب معلمي اللغة العربية بمرحلة التعليم الأساسي بولاية شرق دارفور محلية الضعين انموذجا,2206,3,2013,2145,""
681,تصميم برنامج لتعليم اللغة العربية في المدارس العربية الإسلامية الإبتدائية في ممباسا (الحلقة الأولي نموذجا),2170,3,2008,1730,""
682,تصميم برنامج لتعليم اللغة العربية للناطقين بغيرها بولاية غرب دارفور محلية الجنينة - مرحلة الأساس,1493,3,2009,1794,""
683,تصميم برنامج لتعليم اللغة العربية للناطقين بغيرها في الجامعات الصينية : دراسة وصفية تحليلية,2208,3,2008,1732,""
684,تصميم بعض التدريبات علي بعض قواعد النحو العربي لأبناء الصين,545,3,1983,195,""
685,تصميم تدريبات اللغة العربية للناطقين بغيرها بإستخدام الحاسوب,1164,3,2001,1259,""
686,تصميم دروس في اللغة العربية للناطقين بغيرها لأغراض الإعلام في الصين,1618,3,2017,2421,""
687,تصميم مادة لتعليم اللغة العربية للأغراض الإتصالية,1991,3,1988,721,""
688,تصميم محتوى لتدريس (كان وأخواتها) بواسطة برنامج عرض الشرائح للناطقين بغير العربية,443,3,2011,1907,""
689,تصميم منهج تعليم اللغة العربية كلغة أجنبية علي الطريقة السمعية والبصرية التركيبية - الإجمالية - الماليزيين الكبار,693,3,1989,737,""
690,"تصميم منهج تعليم اللغة العربية لأغراض خاصة "" فهم القرآن والحديث "" للمستوي الإبتدائي في ماليزيا",1638,3,1992,1449,""
691,تصميم منهج في النحو العربي للمبتدئين الفرنسيين في ضوء الصعوبات الشائعة بينهم,1930,3,1984,309,""
692,تصميم منهج في النحو العربي لمتوسطي المستوى من الناطقين بغير العربية في النيجر,903,3,2013,2083,""
693,تصميم منهج لتدريس الأدب العربي للطلاب غير الناطقين بالعربية بجامعة جزر القمر (الفرقة الأولى),1337,2,2008,1705,""
694,تصميم منهج لتدريس اللغة العربية للتشاديين الراشدين,210,3,1989,732,""
695,"تصميم منهج لتدريس اللغة العربية للمدارس الثانوية الحكومية في جمهورية مالي "" في القسم العلمي """,30,3,2007,1583,""
696,تصميم منهج لتدريس النحو لغير الناطقين باللغة العربية عن طريق الحاسوب (المستوى المتوسط),699,3,2010,1881,""
697,تصميم منهج لتعليم اللغة العربية لاغراض خاصة لفهم معاني الحديث النبوي - للمستوى المتوسط,2235,3,2013,2144,""
698,تصميم منهج لتعليم اللغة العربية لتلاميذ التعليم قبل المدرسي بسنغافورة (الناطقين بغيرها),1947,3,2008,1724,""
699,تصميم منهج لتعليم اللغة العربية لغير الناطقين بها للصف والجنود بالإقليم الجنوبى مستوي المبتدئين,510,2,1983,193,""
700,تصميم منهج لتعليم اللغة العربية للناطقين بغيرها عبر الخلاوي في الكاميرون (مهارة المحادثة نموذجاً),2109,3,2006,1570,""
701,تصميم منهج للغة العربية للسنة التحضيرية في المدرسة الخيرية بمدينة غروة بالكمرون,616,2,2008,1683,""
702,تصميم منهج لمادة اللغة العربية لمبتدئي المستوي من غير الناطقين بها,1398,3,1984,300,""
703,تصميم منهج مقترح لتدريس اللغة العربية في المدارس الأهلية في الصومال مرحلة الأساس,1252,2,2010,1859,""
704,تصميم نصوص للقراءة الميسرة من كتاب ( رجال حول الرسول ) صلى الله عليه وسلم للناطقين بغير العربية - المستوى الثالث,2192,3,2011,1973,""
705,تصميم نصوص ميسرة للقراءة الموسعة للناطقين بغير العربية,2166,3,2017,2442,""
706,تصميم وحدات دراسية لتنميةمهارة القراءة لدى الناطقين بغير العربية من خلال صحيح مسلم,1597,3,2017,2419,""
707,تصميم وحدة تعليمية باستخدام الحاسوب لاصوات اللغة العربية للناطقين بغيرها,1068,3,2013,2096,""
708,تصميم وحدة تعليمية لتدريس النداء للناطقين بغير العربية,1525,3,2014,2210,""
709,تصميم وحدة دراسية لتعليم اللغة العربية للناطقين بغيرها بواسطة التلفزيون,1576,3,1987,584,""
710,تصميم وحدة دراسية لتنمية مهارة القراءة للناطقين بغير العربية من خلال كتاب نهج البلاغة,1180,2,2017,2405,""
711,تصميم وحدة دراسية للتدريب على مهارة القراءة للناطقين بغير العربية في سيرة سعد بن أبي وقاص رضى الله عنه,589,3,2017,2384,""
712,تصور معجم عربي آحادي اللغة لغير الناطقين باللغة العربية,1497,3,1982,177,""
713,تصور مقترح لاعداد نصوص لتعليم مهارة الاستماع - المستوى المبتدئ,2089,3,2014,2239,""
714,تصور مقترح لتصميم منهج للغة العربية لغة ثانية للمرحلة الثانوية العمومية في السنغال (مبتدئون كبار),1962,3,2006,1566,""
715,تصور مقترح لتعليم مهارة الكلام لطلاب المرحلة الإعدادية في إيران - الصف الأول نموذجا,594,3,2010,1880,""
716,التضاد في الجملة العربية,1156,3,1987,586,""
717,التضاد في القرآن الكريم : دراسة وصفية تحليلية تطبيقية,474,3,1992,833,""
718,تطبيق منهج اللغة العربية بمرحلة الأساسا جنوب ولاية النيل الأبيض : الواقع والمأمول,355,3,2012,2055,""
719,تطبيق نظريات التعلم علي تعليم منهج علوم العربية الإعدادي والثانوي الغيني,1586,3,1991,828,""
720,التطبيقات التربوية لبعض المصطلحات المستخدمة في مجال تعليم اللغة العربية للناطقين بغيرها,1824,3,2007,1645,""
721,تطور الدلالة من خلال معجم أساس البلاغة للزمخشري,755,3,1986,534,""
722,التطور الدلالي في العامية السودانية,68,3,1999,1129,""
